1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
47630,2015,6,8,13,2,16,8,10,10,6,22,1003,30,NW,30.85,0,0
47631,2015,6,8,14,2,90,10,12,10,6,20,1003,31,NW,34.87,0,0
47632,2015,6,8,15,2,56,13,17,14,6,19,1002,32,cv,3.13,0,0
47633,2015,6,8,16,2,41,16,18,16,4,16,1001,33,cv,7.15,0,0
47634,2015,6,8,17,2,36,16,19,17,9,27,1002,30,SE,5.81,0.3,0.3
47635,2015,6,8,18,2,27,8,22,19,9,28,1002,29,SE,10.73,0,0
47636,2015,6,8,19,2,27,12,25,24,10,32,1002,28,cv,4.02,0,0
47637,2015,6,8,20,2,40,16,29,27,11,36,1002,27,NW,1.79,0,0
47638,2015,6,8,21,2,61,31,32,42,12,41,1003,26,NW,4.92,0,0
47639,2015,6,8,22,2,51,47,37,53,14,60,1003,22,cv,0.45,0,0
47640,2015,6,8,23,2,49,48,47,55,13,56,1003,22,cv,1.34,0,0
47641,2015,6,9,0,2,41,61,52,58,14,64,1003,21,cv,2.23,0,0
47642,2015,6,9,1,2,46,58,55,54,13,56,1003,22,SE,0.89,0,0
47643,2015,6,9,2,2,48,52,55,53,14,72,1002,19,NE,0.89,0,0
47644,2015,6,9,3,2,45,50,55,46,12,56,1001,21,SE,1.79,0,0
47645,2015,6,9,4,2,39,36,40,34,12,59,1001,20,NW,1.79,0,0
47646,2015,6,9,5,2,30,25,33,26,13,64,1001,20,NW,4.92,0,0
47647,2015,6,9,6,2,33,21,31,25,13,60,1002,21,NE,0.89,0,0
47648,2015,6,9,7,2,44,16,42,35,12,49,1002,23,NW,3.13,0,0
47649,2015,6,9,8,2,34,26,30,29,12,46,1002,24,NE,3.13,0,0
47650,2015,6,9,9,2,35,24,28,31,12,44,1002,25,NE,6.26,0,0
47651,2015,6,9,10,2,63,44,41,48,12,39,1002,27,cv,1.79,0,0
47652,2015,6,9,11,2,70,57,68,52,12,39,1001,27,SE,4.02,0,0
47653,2015,6,9,12,2,73,62,71,64,13,39,1002,28,SE,7.15,0,0
47654,2015,6,9,13,2,83,65,77,65,14,39,1001,29,SE,10.28,0,0
47655,2015,6,9,14,2,90,67,76,68,13,37,1001,29,SE,14.3,0,0
47656,2015,6,9,15,2,82,72,83,69,13,37,1000,29,SE,18.32,0,0
47657,2015,6,9,16,2,81,68,82,66,14,39,1000,29,SE,23.24,0,0
47658,2015,6,9,17,2,76,69,76,71,14,39,999,29,SE,27.26,0,0
47659,2015,6,9,18,2,84,67,71,65,14,42,1000,28,SE,31.28,0,0
47660,2015,6,9,19,2,93,80,84,77,15,47,1001,27,cv,1.79,0,0
47661,2015,6,9,20,2,83,64,76,73,16,57,1000,25,SE,4.92,0,0
47662,2015,6,9,21,2,80,60,68,72,16,57,1003,25,NW,3.13,0.4,0.4
47663,2015,6,9,22,2,86,70,73,58,16,68,1004,22,NW,6.26,0,0
47664,2015,6,9,23,2,47,32,45,37,16,77,1002,20,NW,11.18,0,0
47665,2015,6,10,0,2,38,27,37,30,16,77,1001,20,NE,4.92,0,0
47666,2015,6,10,1,2,49,39,33,35,16,73,1003,21,NW,4.92,2.1,2.1
47667,2015,6,10,2,2,48,37,53,47,18,93,1003,19,SE,3.13,0.9,3
47668,2015,6,10,3,2,48,35,50,49,17,88,1001,19,NE,3.13,0,0
47669,2015,6,10,4,2,53,44,54,50,17,88,1001,19,cv,0.45,0,0
47670,2015,6,10,5,2,55,47,57,48,17,88,1001,19,cv,1.34,0,0
47671,2015,6,10,6,2,53,40,56,45,17,88,1001,19,cv,2.23,0,0
47672,2015,6,10,7,2,50,40,48,44,17,82,1001,20,NE,1.79,0,0
47673,2015,6,10,8,2,62,56,61,58,17,73,1001,22,cv,0.89,3,3
47674,2015,6,10,9,2,64,63,67,64,16,73,1002,21,cv,1.78,0,0
47675,2015,6,10,10,2,75,57,73,71,18,88,1001,20,NW,3.13,0.1,0.1
47676,2015,6,10,11,2,NA,63,80,72,18,82,1001,21,NW,6.26,0.8,0.9
47677,2015,6,10,12,2,NA,71,77,76,18,88,1000,20,SE,3.13,0,0
47678,2015,6,10,13,2,NA,70,82,71,19,93,999,20,NE,1.79,0,0
47679,2015,6,10,14,2,70,82,NA,71,18,78,999,22,SE,1.79,0,0
47680,2015,6,10,15,2,104,89,NA,90,19,78,998,23,cv,1.79,0,0
47681,2015,6,10,16,2,101,97,94,87,18,73,998,23,NW,3.13,0,0
47682,2015,6,10,17,2,87,91,113,101,18,69,998,24,cv,0.89,0,0
47683,2015,6,10,18,2,121,104,113,100,18,73,997,23,NE,1.79,0,0
47684,2015,6,10,19,2,125,115,127,114,19,78,997,23,SE,3.13,0,0
47685,2015,6,10,20,2,147,135,143,133,19,78,998,23,cv,0.89,0,0
47686,2015,6,10,21,2,162,147,165,142,19,83,998,22,SE,1.79,0,0
47687,2015,6,10,22,2,148,141,159,138,19,83,998,22,SE,5.81,0,0
47688,2015,6,10,23,2,97,83,90,74,17,93,999,18,NW,7.15,0,0
47689,2015,6,11,0,2,72,51,60,56,16,100,999,16,NE,1.79,2.8,2.8
47690,2015,6,11,1,2,67,30,40,43,16,93,998,17,NE,3.58,0.3,3.1
47691,2015,6,11,2,2,48,27,42,33,16,93,998,17,cv,0.89,0,0
47692,2015,6,11,3,2,40,23,42,37,16,93,998,17,SE,3.13,0,0
47693,2015,6,11,4,2,40,24,42,45,16,93,998,17,cv,0.89,0,0
47694,2015,6,11,5,2,44,29,46,42,16,93,998,17,SE,3.13,0.1,0.1
47695,2015,6,11,6,2,51,34,49,41,16,88,998,18,cv,0.89,0,0
47696,2015,6,11,7,2,NA,24,33,20,15,77,997,19,SE,1.79,0,0
47697,2015,6,11,8,2,7,6,13,7,13,53,997,23,NW,3.13,0,0
47698,2015,6,11,9,2,8,NA,7,5,11,41,997,25,NW,10.28,0,0
47699,2015,6,11,10,2,9,3,6,4,11,39,997,26,NW,18.33,0,0
47700,2015,6,11,11,2,3,3,7,6,10,36,997,26,NW,25.48,0,0
47701,2015,6,11,12,2,8,3,5,8,9,30,997,28,NW,35.31,0,0
47702,2015,6,11,13,2,9,3,3,7,9,28,997,29,NW,44.25,0,0
47703,2015,6,11,14,2,6,3,6,4,9,27,997,30,NW,53.19,0,0
47704,2015,6,11,15,2,7,3,5,6,9,28,997,29,NW,61.24,0,0
47705,2015,6,11,16,2,9,3,5,6,9,28,996,29,NW,68.39,0,0
47706,2015,6,11,17,2,6,3,10,7,8,31,997,26,NW,75.54,0,0
47707,2015,6,11,18,2,7,3,11,6,8,31,997,26,NW,81.35,0,0
47708,2015,6,11,19,2,11,4,11,9,8,30,997,27,NW,88.5,0,0
47709,2015,6,11,20,2,34,13,15,20,8,33,997,25,NW,91.63,0,0
47710,2015,6,11,21,2,38,28,16,26,11,46,997,23,NW,93.42,0,0
47711,2015,6,11,22,2,28,42,26,46,13,68,998,19,cv,0.89,0,0
47712,2015,6,11,23,2,22,41,40,48,14,72,997,19,cv,1.78,0,0
47713,2015,6,12,0,2,33,30,32,24,13,72,997,18,NW,1.79,0,0
47714,2015,6,12,1,2,28,16,24,19,11,46,997,23,NW,5.81,0,0
47715,2015,6,12,2,2,15,10,16,3,11,49,996,22,NW,10.73,0,0
47716,2015,6,12,3,2,4,3,9,5,10,43,997,23,NW,16.54,0,0
47717,2015,6,12,4,2,5,3,4,3,11,56,997,20,NE,1.79,0,0
47718,2015,6,12,5,2,6,3,6,8,10,49,997,21,NW,3.13,0,0
47719,2015,6,12,6,2,5,3,8,6,12,59,998,20,cv,0.89,0,0
47720,2015,6,12,7,2,6,3,7,4,9,38,998,24,NW,5.81,0,0
47721,2015,6,12,8,2,3,3,4,4,9,36,998,25,NW,15.64,0,0
47722,2015,6,12,9,2,5,3,5,2,9,32,998,27,NW,26.82,0,0
47723,2015,6,12,10,2,5,3,7,7,8,30,998,27,NW,35.76,0,0
47724,2015,6,12,11,2,4,3,6,5,8,30,998,27,NW,45.59,0,0
47725,2015,6,12,12,2,7,3,8,6,9,28,998,29,NW,54.53,0,0
47726,2015,6,12,13,2,6,3,7,6,9,30,998,28,NW,64.36,0,0
47727,2015,6,12,14,2,5,3,6,5,10,36,998,26,NW,74.19,0,0
47728,2015,6,12,15,2,3,3,7,4,10,34,997,27,NW,83.13,0,0
47729,2015,6,12,16,2,6,3,7,5,10,32,997,28,NW,90.28,0,0
47730,2015,6,12,17,2,3,3,7,5,11,36,997,27,NW,95.2,0,0
47731,2015,6,12,18,2,9,3,4,5,12,39,997,27,NW,102.35,0,0
47732,2015,6,12,19,2,6,3,9,8,12,41,997,26,NW,109.5,0,0
47733,2015,6,12,20,2,13,3,7,8,12,44,997,25,NW,115.31,0,0
47734,2015,6,12,21,2,10,3,9,7,12,44,998,25,NW,120.23,0,0
47735,2015,6,12,22,2,12,3,10,5,12,44,999,25,NW,125.15,0,0
47736,2015,6,12,23,2,8,3,10,5,12,46,999,24,NW,130.96,0,0
47737,2015,6,13,0,2,11,3,10,9,12,49,999,23,NW,135.88,0,0
47738,2015,6,13,1,2,9,3,9,7,12,56,999,21,NE,3.13,0,0
47739,2015,6,13,2,2,4,5,7,11,14,64,1000,21,NE,7.15,0,0
47740,2015,6,13,3,2,5,3,7,9,15,68,1001,21,NW,4.02,0,0
47741,2015,6,13,4,2,4,3,9,6,15,68,1001,21,NW,9.83,0,0
47742,2015,6,13,5,2,7,3,8,4,16,88,1002,18,NW,16.98,0,0
47743,2015,6,13,6,2,6,3,9,6,17,93,1003,18,NW,22.79,0,0
47744,2015,6,13,7,2,5,3,7,8,17,93,1004,18,NW,27.71,0.3,0.3
47745,2015,6,13,8,2,6,3,10,NA,16,82,1004,19,NE,4.92,0,0
47746,2015,6,13,9,2,6,3,10,NA,17,82,1005,20,NW,4.02,0,0
47747,2015,6,13,10,2,6,3,9,NA,18,69,1005,24,NW,8.94,0,0
47748,2015,6,13,11,2,12,3,10,10,16,60,1005,24,NE,4.92,0,0
47749,2015,6,13,12,2,12,5,14,12,15,53,1005,25,NE,9.84,0,0
47750,2015,6,13,13,2,10,7,13,10,15,45,1005,28,NW,5.81,0,0
47751,2015,6,13,14,2,12,6,21,10,14,42,1005,28,NE,4.02,0,0
47752,2015,6,13,15,2,14,18,17,18,16,48,1004,28,cv,1.79,0,0
47753,2015,6,13,16,2,16,14,20,20,15,42,1004,29,cv,3.58,0,0
47754,2015,6,13,17,2,21,13,17,19,15,42,1004,29,SE,1.79,0,0
47755,2015,6,13,18,2,20,18,20,24,16,50,1005,27,SE,3.58,0,0
47756,2015,6,13,19,2,30,26,27,34,16,54,1006,26,SE,5.37,0,0
47757,2015,6,13,20,2,31,29,28,35,15,57,1007,24,SE,9.39,0,0
47758,2015,6,13,21,2,25,17,25,24,18,82,1008,21,cv,0.45,0,0
47759,2015,6,13,22,2,31,18,26,24,18,93,1008,19,cv,1.34,0,0
47760,2015,6,13,23,2,42,21,33,32,18,93,1009,19,NW,1.79,0,0
47761,2015,6,14,0,2,40,25,35,33,17,88,1009,19,NE,1.79,0,0
47762,2015,6,14,1,2,31,32,31,27,17,88,1009,19,NW,1.79,0,0
47763,2015,6,14,2,2,23,40,27,23,17,93,1009,18,NW,3.58,0,0
47764,2015,6,14,3,2,26,28,29,26,17,93,1009,18,NW,6.71,0,0
47765,2015,6,14,4,2,22,21,26,11,16,93,1008,17,NW,8.5,0,0
47766,2015,6,14,5,2,24,14,24,20,16,93,1009,17,NW,10.29,0,0
47767,2015,6,14,6,2,16,18,19,12,17,88,1009,19,NW,12.08,0,0
47768,2015,6,14,7,2,14,7,13,18,17,77,1009,21,NW,15.21,0,0
47769,2015,6,14,8,2,14,7,15,10,16,64,1009,23,NW,17,0,0
47770,2015,6,14,9,2,16,8,17,12,16,57,1009,25,cv,0.89,0,0
47771,2015,6,14,10,2,10,9,18,7,14,42,1009,28,cv,1.78,0,0
47772,2015,6,14,11,2,16,8,14,10,14,39,1009,29,NW,1.79,0,0
47773,2015,6,14,12,2,12,5,16,9,14,37,1008,30,cv,1.79,0,0
47774,2015,6,14,13,2,10,12,19,10,14,33,1008,32,cv,3.58,0,0
47775,2015,6,14,14,2,15,14,18,7,14,33,1007,32,SE,1.79,0,0
47776,2015,6,14,15,2,13,11,18,16,14,33,1006,32,SE,4.92,0,0
47777,2015,6,14,16,2,18,15,19,8,14,33,1006,32,SE,8.05,0,0
47778,2015,6,14,17,2,21,16,21,13,14,33,1006,32,SE,11.18,0,0
47779,2015,6,14,18,2,21,NA,19,19,14,35,1006,31,SE,14.31,0,0
47780,2015,6,14,19,2,26,28,26,22,15,42,1006,29,SE,17.44,0,0
47781,2015,6,14,20,2,30,31,29,31,15,45,1007,28,SE,20.57,0,0
47782,2015,6,14,21,2,33,43,30,24,15,47,1007,27,SE,23.7,0,0
47783,2015,6,14,22,2,45,42,38,37,16,54,1008,26,SE,25.49,NA,NA
47784,2015,6,14,23,2,75,56,62,55,16,57,1008,25,SE,28.62,NA,NA
47785,2015,6,15,0,2,90,60,77,64,17,73,1008,22,cv,0.89,NA,NA
47786,2015,6,15,1,2,95,78,89,78,17,73,1009,22,SE,0.89,NA,NA
47787,2015,6,15,2,2,89,84,91,80,17,73,1009,22,cv,0.89,NA,NA
47788,2015,6,15,3,2,88,80,87,71,17,73,1008,22,SE,1.79,NA,NA
47789,2015,6,15,4,2,88,113,102,109,17,73,1008,22,SE,3.58,NA,NA
47790,2015,6,15,5,2,107,128,123,109,17,77,1008,21,SE,4.47,NA,NA
47791,2015,6,15,6,2,118,129,126,113,18,82,1008,21,cv,0.89,NA,NA
47792,2015,6,15,7,2,120,138,138,111,17,68,1009,23,NE,1.79,NA,NA
47793,2015,6,15,8,2,126,133,145,93,17,64,1008,24,cv,0.89,NA,NA
47794,2015,6,15,9,2,128,115,126,91,17,61,1008,25,cv,1.78,NA,NA
47795,2015,6,15,10,2,121,112,120,76,17,54,1008,27,cv,2.67,NA,NA
47796,2015,6,15,11,2,106,96,111,80,17,54,1008,27,SE,1.79,NA,NA
47797,2015,6,15,12,2,100,92,101,73,17,48,1007,29,SE,3.58,NA,NA
47798,2015,6,15,13,2,92,73,99,72,16,42,1006,30,SE,6.71,NA,NA
47799,2015,6,15,14,2,84,86,99,76,16,40,1005,31,SE,11.63,NA,NA
47800,2015,6,15,15,2,86,84,93,81,16,40,1005,31,SE,17.44,NA,NA
47801,2015,6,15,16,2,74,66,75,NA,15,35,1004,32,SE,24.59,NA,NA
47802,2015,6,15,17,2,77,59,73,65,14,33,1004,32,SE,31.74,NA,NA
47803,2015,6,15,18,2,89,78,92,80,14,35,1004,31,SE,35.76,NA,NA
47804,2015,6,15,19,2,78,83,91,76,14,35,1004,31,SE,39.78,NA,NA
47805,2015,6,15,20,2,88,90,93,84,15,45,1004,28,SE,42.91,NA,NA
47806,2015,6,15,21,2,92,94,96,79,15,47,1005,27,SE,46.04,NA,NA
47807,2015,6,15,22,2,82,84,93,75,15,50,1005,26,SE,49.17,0,0
47808,2015,6,15,23,2,87,89,88,80,15,50,1005,26,SE,52.3,0,0
47809,2015,6,16,0,2,101,126,104,107,17,64,1004,24,SE,55.43,0,0
47810,2015,6,16,1,2,126,136,126,113,18,69,1004,24,SE,56.32,0,0
47811,2015,6,16,2,2,145,143,133,127,18,73,1004,23,SE,58.11,0,0
47812,2015,6,16,3,2,146,163,167,151,18,73,1004,23,SE,59.9,0,0
47813,2015,6,16,4,2,177,150,156,135,17,64,1004,24,SE,63.03,0,0
47814,2015,6,16,5,2,152,141,136,124,17,77,1004,21,NE,0.89,0,0
47815,2015,6,16,6,2,139,140,135,130,17,73,1005,22,NE,2.68,0,0
47816,2015,6,16,7,2,145,132,145,113,17,68,1005,23,cv,0.89,0,0
47817,2015,6,16,8,2,NA,137,148,110,17,64,1005,24,SE,1.79,0,0
47818,2015,6,16,9,2,164,138,156,114,18,61,1005,26,SE,3.58,0,0
47819,2015,6,16,10,2,166,140,158,117,18,57,1005,27,cv,0.89,0,0
47820,2015,6,16,11,2,164,147,166,115,17,48,1005,29,cv,1.78,0,0
47821,2015,6,16,12,2,145,NA,124,98,17,45,1004,30,cv,2.67,0,0
47822,2015,6,16,13,2,NA,NA,79,61,17,43,1003,31,cv,4.46,0,0
47823,2015,6,16,14,2,NA,29,NA,45,14,31,1002,33,SE,4.02,0,0
47824,2015,6,16,15,2,NA,63,NA,58,13,28,1002,34,SE,8.94,0,0
47825,2015,6,16,16,2,NA,75,NA,76,14,30,1001,34,SE,12.07,0,0
47826,2015,6,16,17,2,NA,80,NA,80,14,31,1001,33,cv,1.79,0,0
47827,2015,6,16,18,2,NA,78,NA,69,14,31,1001,33,SE,3.13,0,0
47828,2015,6,16,19,2,77,65,81,73,18,45,1002,31,NW,8.05,0,0
47829,2015,6,16,20,2,84,72,76,63,20,78,1003,24,NW,12.97,0,0
47830,2015,6,16,21,2,68,61,70,59,19,73,1004,24,NW,16.99,0,0
47831,2015,6,16,22,2,72,46,64,57,18,69,1003,24,NW,18.78,0,0
47832,2015,6,16,23,2,80,69,149,70,19,83,1003,22,NE,0.89,0,0
47833,2015,6,17,0,2,58,47,63,46,19,83,1003,22,NW,3.13,0,0
47834,2015,6,17,1,2,54,43,50,51,18,82,1003,21,NW,6.26,0,0
47835,2015,6,17,2,2,41,40,47,39,17,77,1003,21,NW,8.05,0,0
47836,2015,6,17,3,2,44,35,43,39,17,77,1003,21,NW,8.94,0,0
47837,2015,6,17,4,2,52,36,45,42,18,88,1002,20,NW,12.07,0,0
47838,2015,6,17,5,2,61,41,57,51,17,77,1003,21,NW,16.09,0,0
47839,2015,6,17,6,2,60,36,49,38,18,78,1003,22,NW,19.22,0,0
47840,2015,6,17,7,2,41,27,38,29,18,69,1003,24,NW,21.01,0,0
47841,2015,6,17,8,2,34,25,37,28,18,65,1003,25,NE,3.13,0,0
47842,2015,6,17,9,2,32,25,27,25,18,54,1003,28,NW,1.79,0,0
47843,2015,6,17,10,2,30,27,30,26,17,51,1003,28,NE,1.79,0,0
47844,2015,6,17,11,2,29,24,30,30,17,45,1002,30,NW,1.79,0,0
47845,2015,6,17,12,2,31,25,31,26,16,40,1002,31,NW,3.58,0,0
47846,2015,6,17,13,2,25,22,28,28,16,40,1001,31,cv,0.89,0,0
47847,2015,6,17,14,2,22,26,27,25,16,38,1000,32,SE,1.79,0,0
47848,2015,6,17,15,2,NA,32,31,24,19,88,1002,21,NW,11.18,8.7,8.7
47849,2015,6,17,16,2,NA,27,32,24,19,69,1002,25,NW,14.31,0.9,9.6
47850,2015,6,17,17,2,30,NA,34,32,18,54,1001,28,SE,4.02,0,0
47851,2015,6,17,18,2,47,20,37,37,19,54,1001,29,SE,7.15,0,0
47852,2015,6,17,19,2,64,33,43,46,18,54,1002,28,NW,1.79,0,0
47853,2015,6,17,20,2,71,47,47,51,21,73,1003,26,SE,0.89,0,0
47854,2015,6,17,21,2,58,63,55,62,19,65,1004,26,SE,4.02,0,0
47855,2015,6,17,22,2,56,61,59,50,17,61,1005,25,SE,5.81,0,0
47856,2015,6,17,23,2,60,54,64,54,17,64,1006,24,SE,7.6,0,0
47857,2015,6,18,0,2,56,61,67,61,18,73,1006,23,SE,9.39,0,0
47858,2015,6,18,1,2,73,69,66,72,18,78,1007,22,cv,0.89,0,0
47859,2015,6,18,2,2,86,75,75,70,18,82,1007,21,cv,1.78,0,0
47860,2015,6,18,3,2,56,78,76,62,18,93,1007,19,cv,2.67,0,0
47861,2015,6,18,4,2,15,61,28,26,16,82,1007,19,NW,1.79,0,0
47862,2015,6,18,5,2,9,10,14,16,15,77,1008,19,NE,0.89,0,0
47863,2015,6,18,6,2,10,3,13,5,15,64,1008,22,NW,1.79,0,0
47864,2015,6,18,7,2,7,3,10,5,10,38,1008,25,NW,4.92,0,0
47865,2015,6,18,8,2,9,3,10,4,9,32,1008,27,NW,10.73,0,0
47866,2015,6,18,9,2,7,3,9,4,7,24,1008,29,NW,15.65,0,0
47867,2015,6,18,10,2,7,3,5,6,8,26,1007,29,NE,3.13,0,0
47868,2015,6,18,11,2,8,3,7,5,8,25,1007,30,cv,3.13,0,0
47869,2015,6,18,12,2,5,3,6,8,7,23,1006,30,SE,1.79,0,0
47870,2015,6,18,13,2,8,3,9,9,5,18,1005,32,cv,3.13,0,0
47871,2015,6,18,14,2,8,7,10,7,4,17,1004,32,NE,1.79,0,0
47872,2015,6,18,15,2,4,9,11,7,5,17,1004,33,NW,4.92,0,0
47873,2015,6,18,16,2,8,8,4,7,8,22,1003,32,NE,4.02,0,0
47874,2015,6,18,17,2,12,7,8,6,6,19,1003,32,NW,4.02,0,0
47875,2015,6,18,18,2,9,13,10,16,9,27,1003,30,NW,8.04,0,0
47876,2015,6,18,19,2,15,6,9,8,5,20,1003,30,NW,16.09,0,0
47877,2015,6,18,20,2,22,3,7,27,5,21,1004,29,NW,21.01,0,0
47878,2015,6,18,21,2,20,10,13,16,5,21,1005,29,NW,25.93,0,0
47879,2015,6,18,22,2,14,9,14,11,5,21,1005,29,NW,29.06,0,0
47880,2015,6,18,23,2,9,5,7,11,5,23,1005,28,NW,33.98,0,0
47881,2015,6,19,0,2,5,5,7,8,6,26,1006,27,NW,41.13,0,0
47882,2015,6,19,1,2,8,7,9,10,8,35,1006,24,NE,3.13,0,0
47883,2015,6,19,2,2,8,7,6,9,8,35,1006,24,NW,1.79,0,0
47884,2015,6,19,3,2,9,10,6,12,10,43,1006,23,NE,3.13,0.1,0.1
47885,2015,6,19,4,2,5,5,5,8,13,60,1007,21,NW,1.79,0.2,0.3
47886,2015,6,19,5,2,7,3,9,6,15,82,1009,18,NW,4.92,0.1,0.4
47887,2015,6,19,6,2,6,4,4,7,15,88,1009,17,NE,4.02,0,0
47888,2015,6,19,7,2,11,6,7,10,15,88,1009,17,NW,4.02,0.2,0.2
47889,2015,6,19,8,2,7,6,9,9,15,88,1009,17,NE,3.13,0.4,0.6
47890,2015,6,19,9,2,11,10,17,17,16,82,1010,19,NE,6.26,0.9,1.5
47891,2015,6,19,10,2,19,10,21,17,15,68,1010,21,NE,9.39,0,0
47892,2015,6,19,11,2,19,14,15,19,15,68,1010,21,NE,11.18,0,0
47893,2015,6,19,12,2,30,33,31,26,15,64,1010,22,NE,12.97,0,0
47894,2015,6,19,13,2,48,38,40,32,16,64,1010,23,SE,4.02,0,0
47895,2015,6,19,14,2,49,42,44,41,16,68,1011,22,SE,8.94,0,0
47896,2015,6,19,15,2,27,19,24,19,16,82,1012,19,SE,10.73,0.1,0.1
47897,2015,6,19,16,2,25,18,21,19,16,68,1011,22,SE,12.52,0,0
47898,2015,6,19,17,2,28,20,21,23,15,60,1011,23,cv,0.89,0,0
47899,2015,6,19,18,2,28,19,21,28,15,64,1011,22,cv,1.78,0,0
47900,2015,6,19,19,2,31,20,28,29,15,60,1011,23,cv,2.67,0,0
47901,2015,6,19,20,2,41,30,29,28,16,73,1012,21,cv,3.56,0,0
47902,2015,6,19,21,2,60,35,37,42,17,82,1012,20,cv,4.45,0,0
47903,2015,6,19,22,2,69,38,43,54,16,82,1012,19,SE,0.89,0,0
47904,2015,6,19,23,2,51,40,47,56,17,93,1013,18,cv,0.45,0,0
47905,2015,6,20,0,2,58,41,38,76,16,88,1013,18,cv,1.34,0,0
47906,2015,6,20,1,2,52,48,37,65,16,88,1012,18,cv,2.23,0,0
47907,2015,6,20,2,2,46,50,48,51,16,93,1012,17,cv,3.12,0,0
47908,2015,6,20,3,2,38,50,45,39,15,82,1012,18,NW,1.79,0,0
47909,2015,6,20,4,2,28,20,29,17,14,87,1013,16,NW,4.92,0,0
47910,2015,6,20,5,2,23,13,23,26,14,87,1013,16,NW,8.05,0,0
47911,2015,6,20,6,2,19,11,21,14,15,77,1013,19,NW,9.84,0,0
47912,2015,6,20,7,2,17,9,19,15,15,68,1013,21,NE,3.13,0,0
47913,2015,6,20,8,2,18,6,14,14,14,53,1013,24,NW,3.13,0,0
47914,2015,6,20,9,2,12,7,11,13,14,47,1013,26,NW,4.92,0,0
47915,2015,6,20,10,2,10,5,13,13,14,44,1013,27,cv,1.79,0,0
47916,2015,6,20,11,2,12,5,10,12,14,42,1012,28,NE,3.13,0,0
47917,2015,6,20,12,2,15,6,12,16,13,37,1012,29,SE,1.79,0,0
47918,2015,6,20,13,2,14,6,17,12,13,37,1011,29,SE,3.58,0,0
47919,2015,6,20,14,2,14,8,12,16,15,40,1010,30,SE,6.71,0,0
47920,2015,6,20,15,2,18,12,15,10,15,37,1010,31,cv,1.79,0,0
47921,2015,6,20,16,2,18,15,16,10,15,37,1010,31,SE,3.13,0,0
47922,2015,6,20,17,2,23,16,19,15,14,35,1009,31,SE,6.26,0,0
47923,2015,6,20,18,2,19,19,23,21,14,37,1009,30,SE,8.05,0,0
47924,2015,6,20,19,2,22,22,25,23,15,42,1009,29,SE,11.18,0,0
47925,2015,6,20,20,2,27,18,24,21,14,42,1009,28,SE,14.31,0,0
47926,2015,6,20,21,2,32,18,29,23,14,42,1009,28,SE,17.44,0,0
47927,2015,6,20,22,2,34,17,31,30,14,44,1010,27,SE,20.57,0,0
47928,2015,6,20,23,2,39,23,39,33,15,53,1010,25,SE,22.36,0,0
47929,2015,6,21,0,2,51,28,38,35,15,57,1010,24,SE,24.15,0,0
47930,2015,6,21,1,2,47,26,39,43,15,57,1009,24,SE,25.94,0,0
47931,2015,6,21,2,2,48,36,41,46,16,73,1009,21,SE,27.73,0,0
47932,2015,6,21,3,2,51,38,50,45,17,77,1009,21,SE,28.62,0,0
47933,2015,6,21,4,2,63,43,58,49,17,82,1010,20,NE,0.89,0,0
47934,2015,6,21,5,2,65,52,60,51,17,82,1010,20,NE,2.68,0,0
47935,2015,6,21,6,2,59,58,58,56,17,77,1010,21,NE,3.57,0,0
47936,2015,6,21,7,2,62,60,61,62,18,73,1010,23,cv,0.89,0,0
47937,2015,6,21,8,2,76,62,70,57,17,61,1010,25,cv,1.78,0,0
47938,2015,6,21,9,2,69,72,80,55,16,54,1010,26,cv,2.67,0,0
47939,2015,6,21,10,2,66,71,77,53,17,54,1009,27,cv,3.56,0,0
47940,2015,6,21,11,2,43,37,37,36,16,45,1009,29,cv,4.45,0,0
47941,2015,6,21,12,2,25,25,27,27,14,37,1008,30,cv,7.58,0,0
47942,2015,6,21,13,2,27,21,29,22,14,37,1008,30,SE,4.02,0,0
47943,2015,6,21,14,2,29,22,26,25,14,33,1007,32,cv,1.79,0,0
47944,2015,6,21,15,2,31,29,24,29,14,33,1006,32,SE,1.79,0,0
47945,2015,6,21,16,2,30,34,33,35,14,33,1006,32,SE,5.81,0,0
47946,2015,6,21,17,2,40,33,38,37,13,31,1005,32,SE,8.94,0,0
47947,2015,6,21,18,2,39,32,34,34,14,35,1005,31,SE,12.07,0,0
47948,2015,6,21,19,2,39,35,40,36,14,39,1005,29,SE,15.2,0,0
47949,2015,6,21,20,2,48,46,46,47,15,45,1006,28,SE,18.33,0,0
47950,2015,6,21,21,2,56,43,54,52,15,47,1006,27,SE,21.46,0,0
47951,2015,6,21,22,2,57,48,55,49,15,53,1006,25,SE,23.25,0,0
47952,2015,6,21,23,2,63,39,53,46,15,50,1006,26,SE,27.27,0,0
47953,2015,6,22,0,2,70,54,59,53,15,57,1006,24,SE,29.06,0,0
47954,2015,6,22,1,2,80,56,68,60,16,68,1006,22,SE,30.85,0,0
47955,2015,6,22,2,2,76,72,83,72,NA,NA,NA,NA,NA,NA,0,0
47956,2015,6,22,3,2,78,80,80,77,15,64,1006,22,SE,1.79,0,0
47957,2015,6,22,4,2,90,97,95,99,15,64,1006,22,SE,4.92,0,0
47958,2015,6,22,5,2,113,117,118,113,16,68,1006,22,SE,6.71,0,0
47959,2015,6,22,6,2,142,149,156,137,17,73,1006,22,SE,8.5,0,0
